LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 13309, 0, 1.2425802088812081, 1.318359375, 1.2191301142646516,
1, 25731, 0, 0.20665278506470794, 0.2197265625, 0.2026287177997104,
2, 11705, 0, 0.23547629218282784, 0.29296875, 0.2210127495790233,
3, 3901, 0, 10.048705460138427, 12.5, 9.429877315371662,
4, 3901, 0, 10.048705460138427, 12.5, 9.429877315371662,
5, 18409, 0, 0.27843887500679015, 0.3515625, 0.26039020828041654,
6, 3901, 0, 20.097410920276854, 25.0, 18.859754630743325,
7, 3901, 0, 20.097410920276854, 25.0, 18.859754630743325,
8, 7749, 0, 0.17784552845528456, 0.3515625, 0.15270083102493073,
9, 1549, 0, 50.613298902517755, 100.0, 43.43490304709141,
10, 12977, 0, 5.860368343993219, 12.5, 4.979375368296995,
11, 1549, 0, 50.613298902517755, 100.0, 43.43490304709141,
12, 1549, 0, 50.613298902517755, 100.0, 43.43490304709141,
13, 1549, 0, 25.306649451258878, 50.0, 21.717451523545705,
14, 12977, 0, 0.1831365107497881, 0.390625, 0.1556054802592811,
15, 1549, 0, 50.613298902517755, 100.0, 43.43490304709141,
16, 12977, 0, 0.1831365107497881, 0.390625, 0.1556054802592811,
17, 1549, 0, 50.613298902517755, 100.0, 43.43490304709141,
18, 1549, 0, 50.613298902517755, 100.0, 43.43490304709141,
19, 12977, 0, 0.1831365107497881, 0.390625, 0.1556054802592811,
20, 1549, 0, 50.613298902517755, 100.0, 43.43490304709141,
21, 8657, 0, 0.07959599168303107, 0.390625, 0.06291084634346755,
22, 1923, 0, 20.384815392615703, 100.0, 16.105176663927693,
23, 16379, 0, 0.061816960742414065, 0.390625, 0.0482832618025751,
24, 16379, 0, 0.061816960742414065, 0.390625, 0.0482832618025751,
25, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
26, 16379, 0, 0.061816960742414065, 0.390625, 0.0482832618025751,
27, 16379, 0, 0.061816960742414065, 0.390625, 0.0482832618025751,
28, 16379, 0, 0.061816960742414065, 0.390625, 0.0482832618025751,
29, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
30, 14669, 0, 0.02348703047242484, 0.390625, 0.01788843457943925,
31, 27899, 0, 0.004536452919459479, 0.390625, 0.003413228155339806,
