LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 39839, 0, 4.360078613293506, 56.54335021972656, 3.3352759576612905,
1, 10789, 0, 1.8166651218833998, 23.557692307692307, 1.3895781637717122,
2, 34487, 0, 14.268419984341927, 71.19140625, 11.268549051937345,
3, 3319, 0, 4.429044893040072, 57.421875, 3.387096774193549,
4, 3447, 0, 6.396866840731071, 57.421875, 4.93509400179051,
5, 10727, 0, 10.63438053509835, 74.267578125, 8.273498694516972,
6, 3127, 0, 1.1752478413815157, 57.421875, 0.8859691417550627,
7, 4787, 0, 2.350114894505954, 58.59375, 1.7806267806267806,
8, 3191, 0, 2.3033531808210594, 57.421875, 1.745014245014245,
9, 3575, 0, 10.965034965034965, 76.5625, 8.529155787641427,
10, 3575, 0, 10.965034965034965, 76.5625, 8.529155787641427,
11, 14369, 0, 15.877931658431345, 79.21875, 12.539159109645507,
12, 3191, 0, 3.071137574428079, 76.5625, 2.3266856600189936,
13, 10343, 0, 6.526152953688485, 58.59375, 5.0358102059086844,
14, 3319, 0, 5.905393190720097, 76.5625, 4.516129032258064,
15, 1915, 0, 14.39295039164491, 71.77734375, 11.361294311624073,
16, 1723, 0, 7.998403946604759, 71.77734375, 6.168867502238139,
17, 3895, 0, 10.137997432605905, 47.4609375, 8.032445077298616,
18, 1563, 0, 1.4695297504798464, 71.77734375, 1.1074614271938283,
19, 1627, 0, 1.8006684081130915, 30.517578125, 1.3702934985968194,
20, 1659, 0, 5.537974683544304, 71.77734375, 4.233870967741935,
21, 1851, 0, 13.236088600756348, 76.5625, 10.372565622353937,
22, 1755, 0, 9.772079772079772, 76.5625, 7.568402471315093,
23, 3959, 0, 12.531573629704472, 55.37109375, 9.962349397590362,
24, 1579, 0, 2.3274224192526916, 76.5625, 1.7583732057416268,
25, 2489, 0, 2.3541080755323422, 30.517578125, 1.800115207373272,
26, 1659, 0, 5.9071729957805905, 76.5625, 4.516129032258064,
27, 1787, 0, 10.968102965864578, 76.5625, 8.529155787641427,
28, 1787, 0, 10.968102965864578, 76.5625, 8.529155787641427,
29, 5109, 0, 12.68349970640047, 50.625, 10.14878621769773,
30, 1579, 0, 2.3274224192526916, 76.5625, 1.7583732057416268,
31, 829, 0, 0.5541314837153196, 7.177734375, 0.4233870967741936,
32, 1659, 0, 5.9071729957805905, 76.5625, 4.516129032258064,
33, 1755, 0, 9.772079772079772, 76.5625, 7.568402471315093,
34, 1819, 0, 12.122045079714129, 76.5625, 9.46351931330472,
35, 6323, 0, 12.970504507354104, 47.4609375, 10.442131398013753,
36, 1595, 0, 3.072100313479624, 76.5625, 2.3266856600189936,
37, 3319, 0, 2.353871648086773, 30.517578125, 1.800115207373272,
38, 1659, 0, 5.9071729957805905, 76.5625, 4.516129032258064,
39, 3065, 0, 13.189233278955955, 52.63671875, 10.552075176194204,
40, 2777, 0, 9.098172488296724, 52.63671875, 7.131138865368332,
41, 6515, 0, 15.541059094397545, 52.734375, 12.583892617449663,
42, 2393, 0, 2.1116276640200584, 52.63671875, 1.599596391263058,
43, 3575, 0, 4.370629370629371, 30.517578125, 3.3996953872932987,
44, 2681, 0, 7.539164490861618, 52.63671875, 5.863794604003481,
45, 4087, 0, 3.8965011010521167, 15.5517578125, 3.117658574784652,
46, 2777, 0, 2.2917745093626216, 13.258870442708334, 1.7962906611628564,
47, 6515, 0, 2.6981005372217957, 9.1552734375, 2.1847035794183447,
48, 3191, 0, 0.6238248198057036, 15.5517578125, 0.47260802469135804,
49, 3575, 0, 0.39335664335664333, 2.74658203125, 0.30597258485639683,
50, 3575, 0, 2.227272727272727, 15.5517578125, 1.7324847693646652,
51, 4599, 0, 5.19406392694064, 15.5517578125, 4.250444839857651,
52, 3831, 0, 3.1176585747846515, 15.5517578125, 2.461613767518549,
53, 8049, 0, 3.1448005963473724, 9.416852678571429, 2.573716319267921,
54, 3255, 0, 0.9173387096774194, 15.5517578125, 0.6983015668849392,
55, 3575, 0, 0.39335664335664333, 2.74658203125, 0.30597258485639683,
56, 3575, 0, 2.227272727272727, 15.5517578125, 1.7324847693646652,
57, 7063, 0, 0.22122327622823162, 0.390625, 0.19328302820385948,
