LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 13.274995102200744, 13.288160386599621, 1.6256887238667426, 7.974993377483444, 1.4952320406865862, 16.0,
1, 10.893764841576768, 10.893764841576768, 3.0638713616934665, 7.975204641182548, 0.6509853782581055, 16.0,
2, 15.145604628881667, 15.207932219947024, 0.4735165598993068, 7.975204641182548, 8.78900103313995, 16.0,
3, 13.83815586863092, 13.83815586863092, 1.2973271126841488, 7.974993377483444, 1.9529561347743165, 16.0,
4, 13.838049856742305, 13.838049856742305, 1.297317174069591, 7.974993377483444, 2.9294342021614748, 16.0,
5, 15.193431641926935, 15.463137529061733, 0.31715414505666023, 5.981403480886911, 8.78900103313995, 16.0,
6, 13.83911004872667, 13.83911004872667, 1.2974165670681255, 7.974993377483444, 0.4882390336935791, 16.0,
7, 14.884201686100972, 14.884201686100972, 0.6697890758745437, 1.9936427209154481, 2.0343293070565798, 16.0,
8, 13.83847391404275, 13.83847391404275, 1.2973569294415077, 7.974993377483444, 0.9764780673871583, 16.0,
9, 14.321806067201257, 14.321806067201257, 1.0070019891000883, 7.975204641182548, 5.207883026064844, 16.0,
10, 14.321806067201257, 14.321806067201257, 1.0070019891000883, 7.975204641182548, 5.207883026064844, 16.0,
11, 15.321946972591084, 15.593934196956605, 0.23987762148903694, 7.975204641182548, 8.78900103313995, 16.0,
12, 14.322189317443893, 14.322189317443893, 1.0070289363827738, 7.975204641182548, 1.301970756516211, 16.0,
13, 15.421772767585718, 15.421772767585718, 0.34698988727067864, 3.9872854418308963, 6.103472939680521, 16.0,
14, 14.321933815003122, 14.321933815003122, 1.007010971367407, 7.975204641182548, 2.603941513032422, 16.0,
15, 14.1902236076371, 15.059012808104677, 0.5357533402883394, 7.476754351108639, 7.324167527616626, 16.0,
16, 14.190401970889162, 15.059202091555846, 0.5357600744111215, 7.476754351108639, 7.323585505403687, 16.0,
17, 15.463235083224184, 15.463235083224184, 0.32215073090050383, 2.9904640813731724, 9.521165562913907, 16.0,
18, 14.192185850052798, 15.061095187811134, 0.535827424950973, 7.476754351108639, 1.2205975842339478, 16.0,
19, 13.290508361944845, 14.885369365378226, 0.6060471813046849, 0.49841068022886204, 3.0514939605848697, 16.0,
20, 14.190580338625137, 15.05939137976545, 0.5357668087031939, 7.476754351108639, 4.882390336935791, 16.0,
21, 14.242609176968166, 15.114605657190706, 0.5041229651286564, 7.975204641182548, 6.510371135659223, 16.0,
22, 14.242695809087406, 15.114697593317247, 0.5041260315078769, 7.975204641182548, 9.113795295613478, 16.0,
23, 15.53769105492136, 15.53769105492136, 0.27745876883788145, 3.4888747616020344, 8.972105221330366, 16.0,
24, 14.243417784401391, 11.336597828401107, 0.3928748846781634, 7.975204641182548, 1.9529561347743165, 16.0,
25, 13.606213504166902, 15.23895912466693, 0.41362889052667384, 0.7476160203432931, 6.102987921169739, 16.0,
26, 14.24291239399638, 15.114927438526772, 0.5041336976191321, 7.975204641182548, 5.207883026064844, 16.0,
27, 14.242659712242979, 15.114659286461936, 0.5041247538453351, 7.975204641182548, 5.2082969085273785, 16.0,
28, 14.242659712242979, 15.114659286461936, 0.5041247538453351, 7.975204641182548, 5.2082969085273785, 16.0,
29, 15.594000246758359, 15.594000246758359, 0.24365625385559936, 3.9872854418308963, 9.375083447245446, 16.0,
30, 14.243417784401391, 11.336597828401107, 0.3928748846781634, 7.975204641182548, 1.9529561347743165, 16.0,
31, 6.703241895261845, 7.113644460277877, 5.06163163519772, 0.7476160203432931, 0.24411951684678956, 16.0,
32, 14.24291239399638, 15.114927438526772, 0.5041336976191321, 7.975204641182548, 5.207883026064844, 16.0,
33, 14.242695809087406, 15.114697593317247, 0.5041260315078769, 7.975204641182548, 9.113795295613478, 16.0,
34, 14.242631637046031, 15.11462949237538, 0.5041237601122798, 7.975204641182548, 5.8593340220933, 16.0,
35, 15.638081848694899, 15.638081848694899, 0.2171955812318736, 4.485696122059759, 9.887626162282444, 16.0,
36, 14.243417784401391, 15.115463771201476, 0.5041515861187993, 7.975204641182548, 2.603941513032422, 16.0,
37, 13.769955677955162, 15.422350359309782, 0.3139549894573777, 0.9968213604577241, 8.137317228226319, 16.0,
38, 14.24291239399638, 15.114927438526772, 0.5041336976191321, 7.975204641182548, 5.207883026064844, 16.0,
39, 14.26645873361881, 15.139915390779146, 0.489665095680794, 8.224429786219503, 7.161218543046358, 16.0,
40, 14.266532485973062, 15.13999365858366, 0.48966762706957634, 8.224429786219503, 6.7138202336485735, 16.0,
41, 15.673528622557152, 15.673528622557152, 0.19591910778196442, 4.98410680228862, 9.155209409520783, 16.0,
42, 14.267319225201627, 15.140828565520094, 0.4896946301785345, 8.224429786219503, 2.6853146853146854, 16.0,
43, 13.76965941608038, 15.422018546010026, 0.3139482346866327, 0.9968213604577241, 8.137963919574029, 16.0,
44, 14.26658165463287, 15.140045837569575, 0.4896693146766383, 8.224429786219503, 5.371056186918858, 16.0,
45, 11.823880218246416, 15.44343538709736, 0.2645059546467997, 6.479338842975206, 8.46348247635699, 16.0,
46, 11.59660127229859, 15.146581253614485, 0.4057119978646737, 4.143038779402416, 6.764682508145911, 16.0,
47, 12.245106209289274, 15.67373594789027, 0.15782581336417287, 1.246026700572155, 9.155209409520783, 16.0,
48, 11.825380710659898, 15.445395213923133, 0.2645395213923133, 6.479338842975206, 4.231404958677686, 16.0,
