LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 160037, 0, 40.3106781556765, 76.14191629487998, 40.31042627375999,
1, 314807, 0, 6.589071127026128, 7.138137712964274, 6.589050196582407,
2, 292879, 0, 52.21177801526683, 91.37029955385596, 52.211599745060546,
3, 157199, 0, 6.839738166273323, 7.124681933842238, 6.83969465648855,
4, 230559, 0, 66.32459948791127, 91.19592875318067, 66.32431182049503,
5, 285767, 0, 6.997109033383341, 7.142857142857142, 6.997084548104956,
6, 398239, 0, 76.79676442203467, 91.19592875318067, 76.79657158162581,
7, 77615, 0, 6.9264961669780325, 7.07070707070707, 6.926406926406926,
8, 190607, 0, 80.22650444807029, 95.26847421584264, 80.22608355018328,
9, 132695, 0, 6.986591162332524, 7.059314954051795, 6.98653851122652,
10, 351119, 0, 87.10285306880763, 95.26847421584264, 87.10260499734184,
11, 39575, 0, 6.79216677195199, 6.862745098039215, 6.791995148574894,
12, 176119, 0, 86.82614217281119, 94.9655537890832, 86.82564917859035,
13, 55583, 0, 7.105975362456661, 7.142857142857142, 7.105847520355292,
14, 337143, 0, 90.71363387840373, 94.9655537890832, 90.71336481345261,
15, 55583, 0, 7.105975362456661, 7.142857142857142, 7.105847520355292,
16, 337143, 0, 90.71363387840373, 94.9655537890832, 90.71336481345261,
17, 55583, 0, 7.105975362456661, 7.142857142857142, 7.105847520355292,
18, 337143, 0, 90.71363387840373, 94.9655537890832, 90.71336481345261,
19, 55583, 0, 7.105975362456661, 7.142857142857142, 7.105847520355292,
20, 337143, 0, 90.71363387840373, 94.9655537890832, 90.71336481345261,
21, 55583, 0, 7.105975362456661, 7.142857142857142, 7.105847520355292,
22, 337143, 0, 90.71363387840373, 94.9655537890832, 90.71336481345261,
23, 23159, 0, 5.803359385120256, 5.833333333333333, 5.803108808290155,
24, 198319, 0, 77.10674889109633, 80.72072072072073, 77.10636009143472,
25, 9239, 0, 5.343806534411578, 5.357142857142857, 5.343228200371057,
26, 387759, 0, 78.87235800243621, 80.72072072072073, 78.87215459734543,
