LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 1.0, 299126.0, 1778700, 33.0, 299366.0, 3565632, 63.0, 299381.0, 3872000, -18875.0, -1.0, 150528, -6292.0, -1.0, 9408, 80959.0, 322105.0, 3872031,
1, 1.0, 30842.0, 200704, 33.0, 30937.0, 401408, 63.0, 30967.0, 401408, -25166.0, -1.0, 200704, -6292.0, -1.0, 4096, 30967.0, 43510.0, 401408,
2, 1.0, 473362.0, 1679616, 33.0, 473585.0, 10174464, 63.0, 473587.0, 10077696, -25166.0, -1.0, 200704, -12583.0, -1.0, 110592, 48826.0, 493631.0, 10077727,
3, 1.0, 23574.0, 150528, 33.0, 23669.0, 307200, 63.0, 23683.0, 301056, -18875.0, -1.0, 150528, -6292.0, -1.0, 12288, 23699.0, 33106.0, 301056,
4, 1.0, 28342.0, 150528, 33.0, 28469.0, 460800, 63.0, 28483.0, 451584, -18875.0, -1.0, 150528, -6292.0, -1.0, 18432, 28499.0, 42610.0, 451584,
5, 1.0, 131678.0, 584064, 33.0, 131837.0, 2433024, 63.0, 131839.0, 2336256, -12583.0, -1.0, 75264, -12583.0, -1.0, 110592, 56895.0, 139339.0, 2336287,
6, 1.0, 16422.0, 150528, 33.0, 16469.0, 76800, 63.0, 16483.0, 75264, -18875.0, -1.0, 150528, -6292.0, -1.0, 3072, 16499.0, 18850.0, 75264,
7, 1.0, 29390.0, 230400, 33.0, 29437.0, 230400, 63.0, 29483.0, 239616, -6292.0, -1.0, 12544, -6292.0, -1.0, 12800, 29483.0, 36970.0, 239616,
8, 1.0, 18806.0, 150528, 33.0, 18869.0, 153600, 63.0, 18883.0, 150528, -18875.0, -1.0, 150528, -6292.0, -1.0, 6144, 18899.0, 23602.0, 150528,
9, 1.0, 44210.0, 200704, 33.0, 44369.0, 819200, 63.0, 44383.0, 802816, -25166.0, -1.0, 200704, -6292.0, -1.0, 32768, 44399.0, 69486.0, 802816,
10, 1.0, 44210.0, 200704, 33.0, 44369.0, 819200, 63.0, 44383.0, 802816, -25166.0, -1.0, 200704, -6292.0, -1.0, 32768, 44399.0, 69486.0, 802816,
11, 1.0, 226258.0, 778752, 33.0, 226481.0, 4866048, 63.0, 226483.0, 4672512, -12583.0, -1.0, 100352, -25166.0, -1.0, 221184, 48826.0, 241455.0, 4672543,
12, 1.0, 25106.0, 200704, 33.0, 25169.0, 204800, 63.0, 25183.0, 200704, -25166.0, -1.0, 200704, -6292.0, -1.0, 8192, 25199.0, 31470.0, 200704,
13, 1.0, 85342.0, 460800, 33.0, 85469.0, 1382400, 63.0, 85499.0, 1382400, -6292.0, -1.0, 25088, -12583.0, -1.0, 76800, 64900.0, 95931.0, 1382431,
14, 1.0, 31474.0, 200704, 33.0, 31569.0, 409600, 63.0, 31583.0, 401408, -25166.0, -1.0, 200704, -6292.0, -1.0, 16384, 31599.0, 44142.0, 401408,
15, 1.0, 29776.0, 94080, 33.0, 29999.0, 645120, 63.0, 30001.0, 564480, -12583.0, -1.0, 94080, -12583.0, -1.0, 92160, 30029.0, 47668.0, 564480,
16, 1.0, 19792.0, 94080, 33.0, 19919.0, 322560, 63.0, 19921.0, 282240, -12583.0, -1.0, 94080, -6292.0, -1.0, 46080, 19949.0, 28768.0, 282240,
17, 1.0, 40500.0, 124416, 33.0, 40739.0, 898560, 63.0, 40753.0, 808704, -6292.0, -1.0, 18816, -18875.0, -1.0, 179712, 40769.0, 66040.0, 808704,
18, 1.0, 11472.0, 94080, 33.0, 11519.0, 53760, 63.0, 11521.0, 47040, -12583.0, -1.0, 94080, -6292.0, -1.0, 7680, 11549.0, 13018.0, 47040,
19, 1.0, 7274.0, 40000, 33.0, 7337.0, 76800, 63.0, 7355.0, 62400, -6292.0, -1.0, 3136, -6292.0, -1.0, 19200, 7383.0, 9332.0, 62400,
