LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 50407, 0, 53.75253437022636, 54.0, 53.670549084858564,
1, 182369, 0, 4.777127691658122, 4.800000000000001, 4.769647696476965,
2, 926259, 0, 93.60678600693758, 95.33793103448276, 93.05314401622718,
3, 89431, 0, 71.81545549082533, 73.14285714285714, 71.38997821350762,
4, 89431, 0, 71.81545549082533, 73.14285714285714, 71.38997821350762,
5, 1724919, 0, 93.47867117238549, 95.33793103448276, 92.88520110142056,
6, 156505, 0, 82.07441295805246, 83.59183673469389, 81.58854652972299,
7, 156505, 0, 82.07441295805246, 83.59183673469389, 81.58854652972299,
8, 48835, 0, 4.623569161462066, 4.9655172413793105, 4.521446593776282,
9, 142297, 0, 90.26933807459046, 96.94674556213018, 88.27671140616732,
10, 851439, 0, 87.80451917283564, 95.33793103448276, 85.58889957411733,
11, 142297, 0, 90.26933807459046, 96.94674556213018, 88.27671140616732,
12, 142297, 0, 90.26933807459046, 96.94674556213018, 88.27671140616732,
13, 76621, 0, 83.82203312407826, 90.02197802197801, 81.97123202001251,
14, 1106871, 0, 90.05589269210233, 97.78249336870026, 87.78348674268443,
15, 142297, 0, 90.26933807459046, 96.94674556213018, 88.27671140616732,
16, 1106871, 0, 90.05589269210233, 97.78249336870026, 87.78348674268443,
17, 142297, 0, 90.26933807459046, 96.94674556213018, 88.27671140616732,
18, 142297, 0, 90.26933807459046, 96.94674556213018, 88.27671140616732,
19, 1106871, 0, 90.05589269210233, 97.78249336870026, 87.78348674268443,
20, 142297, 0, 90.26933807459046, 96.94674556213018, 88.27671140616732,
21, 294639, 0, 73.56810198242596, 95.33793103448276, 68.44774535809019,
22, 85851, 0, 74.81017111041223, 96.94674556213018, 69.60279168563193,
23, 233309, 0, 68.25818121032621, 95.75064935064935, 62.38956337779867,
24, 233309, 0, 68.25818121032621, 95.75064935064935, 62.38956337779867,
25, 171703, 0, 74.8097354152228, 96.94674556213018, 69.60279168563193,
26, 186647, 0, 56.88187862649815, 79.79220779220779, 51.99130281483223,
27, 186647, 0, 56.88187862649815, 79.79220779220779, 51.99130281483223,
28, 186647, 0, 56.88187862649815, 79.79220779220779, 51.99130281483223,
29, 171703, 0, 74.8097354152228, 96.94674556213018, 69.60279168563193,
30, 247169, 0, 43.848605609926814, 95.75064935064935, 37.236363636363635,
31, 30886, 0, 0.6713721427183837, 4.997830802603037, 0.5230288049235736,
