LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 389055, 0, 73.14955469021089, 73.5, 73.03523035230353,
1, 51103, 0, 62.83905054497779, 64.0, 62.466230936819166,
2, 862459, 0, 93.47872536549563, 95.33793103448276, 92.88520110142056,
3, 33679, 0, 71.51186199115176, 76.8, 69.93170731707316,
4, 42099, 0, 85.81372479156275, 92.16, 83.91804878048781,
5, 226071, 0, 82.67335483100442, 89.76623376623377, 80.58695089770787,
6, 8419, 0, 71.51823256918874, 76.8, 69.93170731707318,
7, 25359, 0, 72.68425411096652, 80.0, 70.56661562021439,
8, 16839, 0, 71.51398539105648, 76.8, 69.93170731707316,
9, 76621, 0, 83.82203312407826, 90.02197802197801, 81.97123202001251,
10, 76621, 0, 83.82203312407826, 90.02197802197801, 81.97123202001251,
11, 425719, 0, 87.80462229780677, 95.33793103448276, 85.58889957411733,
12, 21891, 0, 73.34667214837148, 78.76923076923077, 71.72482801751094,
13, 126799, 0, 87.21835345704619, 96.0, 84.67993874425727,
14, 43783, 0, 73.34499691661146, 78.76923076923077, 71.72482801751094,
15, 60959, 0, 74.07995537984547, 96.00000000000001, 68.92307692307693,
16, 30479, 0, 74.08117064208143, 96.00000000000001, 68.92307692307693,
17, 97767, 0, 66.17398508699254, 92.82644628099173, 60.48420029168693,
18, 6095, 0, 61.74241181296144, 80.00000000000001, 57.43589743589743,
19, 9479, 0, 50.63825298027218, 80.0, 45.19774011299435,
20, 24383, 0, 61.734815240126316, 80.0, 57.435897435897445,
21, 52831, 0, 75.97963316991918, 98.46153846153847, 70.69033530571993,
22, 39623, 0, 70.91477172349393, 91.89743589743588, 65.9776462853386,
23, 123623, 0, 65.7524247106121, 92.23529411764706, 60.09901517167954,
24, 13207, 0, 45.59036874384796, 59.07692307692307, 42.41420118343195,
25, 18959, 0, 50.635582045466535, 80.0, 45.19774011299435,
26, 26415, 0, 60.78485708877532, 78.76923076923077, 56.552268244575934,
27, 46227, 0, 69.46728102624007, 90.02197802197801, 64.63116370808677,
28, 46227, 0, 69.46728102624007, 90.02197802197801, 64.63116370808677,
29, 152307, 0, 69.70678957631625, 97.78249336870026, 63.71347984204905,
30, 13207, 0, 45.59036874384796, 59.07692307692307, 42.41420118343195,
31, 2031, 0, 37.057607090103396, 48.0, 34.46153846153846,
32, 26415, 0, 60.78485708877532, 78.76923076923077, 56.552268244575934,
33, 39623, 0, 70.91477172349393, 91.89743589743588, 65.9776462853386,
34, 52831, 0, 68.38166985292726, 88.61538461538461, 63.621301775147934,
35, 196949, 0, 68.22541876323312, 95.7046153846154, 62.359568395405496,
36, 13207, 0, 60.78715832513061, 78.76923076923077, 56.552268244575934,
37, 25279, 0, 50.63491435578939, 80.0, 45.19774011299435,
38, 26415, 0, 60.78485708877532, 78.76923076923077, 56.552268244575934,
39, 89153, 0, 74.29062398348906, 96.27350427350427, 69.11943896559282,
40, 54863, 0, 75.45194393306964, 97.77777777777777, 70.1994301994302,
41, 232703, 0, 71.28743505670317, 100.0, 65.15837104072398,
42, 13715, 0, 60.36485599708349, 78.22222222222223, 56.15954415954416,
43, 44239, 0, 57.86749248400732, 91.42857142857143, 51.65456012913641,
44, 48005, 0, 68.98481408186647, 89.39682539682539, 64.18233618233619,
45, 58421, 0, 44.66120059567621, 97.52380952380952, 37.925925925925924,
46, 23111, 0, 45.11790922071741, 98.51851851851853, 38.31275720164609,
47, 95615, 0, 30.120796946085864, 100.0, 24.509803921568622,
48, 8987, 0, 36.29064203850005, 79.23809523809524, 30.814814814814817,
49, 18759, 0, 12.282104589796898, 91.42857142857143, 9.56810631229236,
50, 31457, 0, 41.471723304828814, 90.5578231292517, 35.21693121693122,
51, 89879, 0, 43.54440970638303, 95.08571428571429, 36.97777777777778,
52, 44939, 0, 43.54489418990187, 95.08571428571429, 36.97777777777778,
53, 144419, 0, 28.716443127289345, 95.33793103448276, 23.36713995943205,
54, 13481, 0, 36.28929604628737, 79.23809523809524, 30.814814814814817,
55, 18759, 0, 12.282104589796898, 91.42857142857143, 9.56810631229236,
56, 31457, 0, 41.471723304828814, 90.5578231292517, 35.21693121693122,
57, 153399, 0, 1.6688505140189962, 98.46153846153847, 1.26232741617357,
